RegionID,SizeRank,Metro,RegionType,State,Date,Rent,CPI,Year,Income,Month,Year_Num,Month_Num,Quarter,Rent_Lag_1,Rent_Lag_3,Rent_Lag_12,Rent_Roll_3,Rent_Roll_6,Rent_Roll_12,Rent_Growth_MoM,Rent_Growth_YoY
394361,202,"Barnstable Town, MA",msa,MA,2019-03-31,1666.8373961203138,,2019,83260.0,3,4,51,1,,,,1666.8373961203138,1666.8373961203138,1666.8373961203138,0.0,0.0
394361,202,"Barnstable Town, MA",msa,MA,2019-04-30,1682.7172242100517,,2019,83260.0,4,4,52,2,1666.8373961203138,,,1674.7773101651828,1674.7773101651828,1674.7773101651828,0.009526920938238703,0.0
394361,202,"Barnstable Town, MA",msa,MA,2019-05-31,1672.722139203211,,2019,83260.0,5,4,53,2,1682.7172242100517,,,1674.0922531778588,1674.0922531778588,1674.0922531778588,-0.00593984827815186,0.0
394361,202,"Barnstable Town, MA",msa,MA,2019-06-30,1604.8891933942498,,2019,83260.0,6,4,54,2,1672.722139203211,1666.8373961203138,,1653.4428522691708,1656.7914882319565,1656.7914882319565,-0.04055242901326883,0.0
394361,202,"Barnstable Town, MA",msa,MA,2019-07-31,1642.0688685651735,,2019,83260.0,7,4,55,3,1604.8891933942498,1682.7172242100517,,1639.893400387545,1653.8469642985997,1653.8469642985997,0.023166506026681466,0.0
394361,202,"Barnstable Town, MA",msa,MA,2019-08-31,1644.27144210038,,2019,83260.0,8,4,56,3,1642.0688685651735,1672.722139203211,,1630.409834686601,1652.2510439322298,1652.2510439322298,0.0013413405353279728,0.0
394361,202,"Barnstable Town, MA",msa,MA,2019-09-30,1599.043513768507,,2019,83260.0,9,4,57,3,1644.27144210038,1604.8891933942498,,1628.4612748113534,1640.952063540262,1644.6499681945552,-0.027506363714557502,0.0
394361,202,"Barnstable Town, MA",msa,MA,2019-10-31,1625.4163051666008,,2019,83260.0,10,4,58,4,1599.043513768507,1642.0688685651735,,1622.9104203451625,1631.4019103663538,1642.245760316061,0.01649285411623369,0.0
394361,202,"Barnstable Town, MA",msa,MA,2019-11-30,1624.1923151252552,,2019,83260.0,11,4,59,4,1625.4163051666008,1644.27144210038,,1616.217378020121,1623.3136063533611,1640.239821961527,-0.0007530317232914419,0.0
394361,202,"Barnstable Town, MA",msa,MA,2019-12-31,1786.2242906863626,,2019,83260.0,12,4,60,4,1624.1923151252552,1599.043513768507,,1678.610970326073,1653.5361225687132,1654.8382688340105,0.09976157013685394,0.0
394361,202,"Barnstable Town, MA",msa,MA,2020-01-31,1793.9581417471395,,2020,81580.0,1,5,61,1,1786.2242906863626,1625.4163051666008,,1734.7915825195857,1678.851001432374,1667.4855300079312,0.004329720013943605,0.0
394361,202,"Barnstable Town, MA",msa,MA,2020-02-29,1886.3015527993764,,2020,81580.0,2,5,62,1,1793.9581417471395,1624.1923151252552,,1822.1613284109596,1719.1893532155402,1685.720198573885,0.05147467429886832,0.0
394361,202,"Barnstable Town, MA",msa,MA,2020-03-31,1807.5886202021609,,2020,81580.0,3,5,63,1,1886.3015527993764,1786.2242906863626,1666.8373961203138,1829.2827715828923,1753.9468709544824,1697.4494672473722,-0.04172871112808085,0.08444208439854783
394361,202,"Barnstable Town, MA",msa,MA,2020-04-30,1843.253264441604,,2020,81580.0,4,5,64,2,1807.5886202021609,1793.9581417471395,1682.7172242100517,1845.7144791477137,1790.2530308336497,1710.8274706000018,0.019730509387392736,0.09540286265680531
394361,202,"Barnstable Town, MA",msa,MA,2020-05-31,1821.8523016810284,,2020,81580.0,5,5,65,2,1843.253264441604,1886.3015527993764,1672.722139203211,1824.2313954415977,1823.1963619262785,1723.2549841398197,-0.011610429870611783,0.08915417509141976
394361,202,"Barnstable Town, MA",msa,MA,2020-06-30,1796.2423648608935,,2020,81580.0,6,5,66,2,1821.8523016810284,1807.5886202021609,1604.8891933942498,1820.4493103278419,1824.866040955367,1739.2010817620403,-0.014057087282270064,0.11923139133483884
394361,202,"Barnstable Town, MA",msa,MA,2020-07-31,1801.4321582647674,,2020,81580.0,7,5,67,3,1796.2423648608935,1843.253264441604,1642.0688685651735,1806.50894160223,1826.1117103749718,1752.481355903673,0.0028892500841755098,0.0970503081511096
394361,202,"Barnstable Town, MA",msa,MA,2020-08-31,1835.055092549123,,2020,81580.0,8,5,68,3,1801.4321582647674,1821.8523016810284,1644.27144210038,1810.9098718915945,1817.570633666596,1768.3799934410683,0.018664557602181775,0.11602929149279473
394361,202,"Barnstable Town, MA",msa,MA,2020-09-30,1859.8246339388984,,2020,81580.0,9,5,69,3,1835.055092549123,1796.2423648608935,1599.043513768507,1832.1039615842628,1826.2766359560521,1790.1117534552675,0.013497982425894062,0.1630856933691578
394361,202,"Barnstable Town, MA",msa,MA,2020-10-31,1832.688513429988,,2020,81580.0,10,5,70,4,1859.8246339388984,1801.4321582647674,1625.4163051666008,1842.5227466393364,1824.5158441207832,1807.3844374772164,-0.01459068775287653,0.12751945923302554
